관리번호,년도,지역,차수,분류,재질,상세분류,개수
1998,2019,울산 대왕암,4차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",1
1998,2019,울산 대왕암,4차,외국기인,경질형,"음료수병, 병뚜껑 등",1
1998,2019,울산 대왕암,4차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",1
1998,2019,울산 대왕암,4차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",2
1998,2019,울산 대왕암,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
1998,2019,울산 대왕암,4차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",2
1998,2019,울산 대왕암,4차,외국기인,필름형,"비닐포장(빙과류, 과자봉지 등)",3
1998,2019,울산 대왕암,4차,플라스틱류,경질형,포장용 밴드(넙적하고 딱딱한 끈),3
1998,2019,울산 대왕암,4차,플라스틱류,경질형,라이터,4
1998,2019,울산 대왕암,4차,플라스틱류,경질형,"통발, 장어통발용 미끼통",4
1998,2019,울산 대왕암,4차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",4
1998,2019,울산 대왕암,4차,플라스틱류,경질형,"장난감, 인형, 오락용품, 사무용품",4
1998,2019,울산 대왕암,4차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,5
1998,2019,울산 대왕암,4차,플라스틱류,경질형,플라스틱 부표,6
1998,2019,울산 대왕암,4차,플라스틱류,섬유형,낚싯줄,6
1998,2019,울산 대왕암,4차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",9
1998,2019,울산 대왕암,4차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",9
1998,2019,울산 대왕암,4차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",10
1998,2019,울산 대왕암,4차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",10
1998,2019,울산 대왕암,4차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",11
1998,2019,울산 대왕암,4차,플라스틱류,기타,기타 플라스틱,11
1998,2019,울산 대왕암,4차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",12
1998,2019,울산 대왕암,4차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,14
1998,2019,울산 대왕암,4차,플라스틱류,필름형,비닐봉지,21
1998,2019,울산 대왕암,4차,플라스틱류,필름형,파편,36
1998,2019,울산 대왕암,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",46
1998,2019,울산 대왕암,4차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",52
1998,2019,울산 대왕암,4차,플라스틱류,발포형,파편,64
1998,2019,울산 대왕암,4차,플라스틱류,경질형,파편,87
1998,2019,울산 대왕암,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",91
1999,2019,고창 동호해변,4차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1999,2019,고창 동호해변,4차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",1
1999,2019,고창 동호해변,4차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
1999,2019,고창 동호해변,4차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
1999,2019,고창 동호해변,4차,고무,,"타이어, 고무풍선, 고무장갑 등",1
1999,2019,고창 동호해변,4차,외국기인,필름형,"비닐포장(빙과류, 과자봉지 등)",1
1999,2019,고창 동호해변,4차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,1
1999,2019,고창 동호해변,4차,플라스틱류,경질형,플라스틱 부표,2
1999,2019,고창 동호해변,4차,플라스틱류,필름형,비닐봉지,2
1999,2019,고창 동호해변,4차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",2
1999,2019,고창 동호해변,4차,플라스틱류,발포형,파편,2
1999,2019,고창 동호해변,4차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",2
1999,2019,고창 동호해변,4차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",2
1999,2019,고창 동호해변,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",3
1999,2019,고창 동호해변,4차,외국기인,경질형,"음료수병, 병뚜껑 등",3
1999,2019,고창 동호해변,4차,플라스틱류,경질형,파편,7
1999,2019,고창 동호해변,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",16
1999,2019,고창 동호해변,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",17
2000,2019,해남 송평해변,4차,플라스틱류,경질형,플라스틱 부표,1
2000,2019,해남 송평해변,4차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
2000,2019,해남 송평해변,4차,플라스틱류,경질형,"농약용기, 살충제",1
2000,2019,해남 송평해변,4차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",1
2000,2019,해남 송평해변,4차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",1
2000,2019,해남 송평해변,4차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
2000,2019,해남 송평해변,4차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
2000,2019,해남 송평해변,4차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
2000,2019,해남 송평해변,4차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
2000,2019,해남 송평해변,4차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",1
2000,2019,해남 송평해변,4차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",2
2000,2019,해남 송평해변,4차,플라스틱류,필름형,파편,2
2000,2019,해남 송평해변,4차,플라스틱류,발포형,스티로폼 부표,2
2000,2019,해남 송평해변,4차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",2
2000,2019,해남 송평해변,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
2000,2019,해남 송평해변,4차,플라스틱류,경질형,"장난감, 인형, 오락용품, 사무용품",2
2000,2019,해남 송평해변,4차,플라스틱류,경질형,포장용 밴드(넙적하고 딱딱한 끈),2
2000,2019,해남 송평해변,4차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",3
2000,2019,해남 송평해변,4차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",3
2000,2019,해남 송평해변,4차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,3
2000,2019,해남 송평해변,4차,플라스틱류,경질형,파편,9
2000,2019,해남 송평해변,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",12
2000,2019,해남 송평해변,4차,플라스틱류,발포형,파편,13
2000,2019,해남 송평해변,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",15
2001,2019,해남 예락해변,4차,플라스틱류,경질형,"농약용기, 살충제",1
2001,2019,해남 예락해변,4차,플라스틱류,필름형,비닐봉지,1
2001,2019,해남 예락해변,4차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
2001,2019,해남 예락해변,4차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
2001,2019,해남 예락해변,4차,외국기인,기타재질,기타재질,1
2001,2019,해남 예락해변,4차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,1
2001,2019,해남 예락해변,4차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",2
2001,2019,해남 예락해변,4차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",2
2001,2019,해남 예락해변,4차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",3
2001,2019,해남 예락해변,4차,플라스틱류,경질형,파편,3
2001,2019,해남 예락해변,4차,플라스틱류,필름형,파편,3
2001,2019,해남 예락해변,4차,플라스틱류,발포형,스티로폼 부표,3
2001,2019,해남 예락해변,4차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",3
2001,2019,해남 예락해변,4차,플라스틱류,섬유형,어망,4
2001,2019,해남 예락해변,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",4
2001,2019,해남 예락해변,4차,외국기인,경질형,"음료수병, 병뚜껑 등",5
2001,2019,해남 예락해변,4차,플라스틱류,발포형,파편,9
2001,2019,해남 예락해변,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",11
2001,2019,해남 예락해변,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",21
2002,2019,영광 백바위해변,4차,플라스틱류,경질형,플라스틱 부표,1
2002,2019,영광 백바위해변,4차,플라스틱류,경질형,주사기,1
2002,2019,영광 백바위해변,4차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
2002,2019,영광 백바위해변,4차,플라스틱류,필름형,비닐봉지,1
2002,2019,영광 백바위해변,4차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",1
2002,2019,영광 백바위해변,4차,플라스틱류,발포형,스티로폼 부표,1
2002,2019,영광 백바위해변,4차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
2002,2019,영광 백바위해변,4차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
2002,2019,영광 백바위해변,4차,외국기인,경질형,부표(타원형 파랑),1
2002,2019,영광 백바위해변,4차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
2002,2019,영광 백바위해변,4차,플라스틱류,발포형,파편,2
2002,2019,영광 백바위해변,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
2002,2019,영광 백바위해변,4차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
2002,2019,영광 백바위해변,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",3
2002,2019,영광 백바위해변,4차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",3
2002,2019,영광 백바위해변,4차,플라스틱류,필름형,파편,4
2002,2019,영광 백바위해변,4차,플라스틱류,경질형,파편,5
2002,2019,영광 백바위해변,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",13
2003,2019,울주 진하해변,4차,플라스틱류,경질형,라이터,1
2003,2019,울주 진하해변,4차,플라스틱류,경질형,플라스틱 부표,1
2003,2019,울주 진하해변,4차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
2003,2019,울주 진하해변,4차,플라스틱류,섬유형,어망,1
2003,2019,울주 진하해변,4차,플라스틱류,섬유형,낚싯줄,1
2003,2019,울주 진하해변,4차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
2003,2019,울주 진하해변,4차,외국기인,경질형,세제/샴푸,1
2003,2019,울주 진하해변,4차,외국기인,경질형,부표(막대형 주황),1
2003,2019,울주 진하해변,4차,플라스틱류,경질형,"통발, 장어통발용 미끼통",2
2003,2019,울주 진하해변,4차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
2003,2019,울주 진하해변,4차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",2
2003,2019,울주 진하해변,4차,플라스틱류,발포형,스티로폼 어상자,2
2003,2019,울주 진하해변,4차,플라스틱류,기타,파편,2
2003,2019,울주 진하해변,4차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",3
2003,2019,울주 진하해변,4차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",4
2003,2019,울주 진하해변,4차,플라스틱류,경질형,"장난감, 인형, 오락용품, 사무용품",4
2003,2019,울주 진하해변,4차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",5
2003,2019,울주 진하해변,4차,플라스틱류,필름형,파편,5
2003,2019,울주 진하해변,4차,플라스틱류,발포형,스티로폼 부표,5
2003,2019,울주 진하해변,4차,플라스틱류,경질형,파편,6
2003,2019,울주 진하해변,4차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",8
2003,2019,울주 진하해변,4차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",11
2003,2019,울주 진하해변,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",12
2003,2019,울주 진하해변,4차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",16
2003,2019,울주 진하해변,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",22
2003,2019,울주 진하해변,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",28
2003,2019,울주 진하해변,4차,플라스틱류,발포형,파편,154
2004,2019,거제 두모몽돌해변,4차,플라스틱류,필름형,기타(일회용 위생장갑 등),1
2004,2019,거제 두모몽돌해변,4차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",1
2004,2019,거제 두모몽돌해변,4차,플라스틱류,섬유형,기타,1
2004,2019,거제 두모몽돌해변,4차,플라스틱류,경질형,포장용 밴드(넙적하고 딱딱한 끈),1
2004,2019,거제 두모몽돌해변,4차,플라스틱류,발포형,스티로폼 어상자,1
2004,2019,거제 두모몽돌해변,4차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",2
2004,2019,거제 두모몽돌해변,4차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",3
2004,2019,거제 두모몽돌해변,4차,플라스틱류,경질형,라이터,4
2004,2019,거제 두모몽돌해변,4차,플라스틱류,경질형,폭죽/불꽃놀이 용품,4
2004,2019,거제 두모몽돌해변,4차,플라스틱류,발포형,파편,5
2004,2019,거제 두모몽돌해변,4차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",5
2004,2019,거제 두모몽돌해변,4차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,7
2004,2019,거제 두모몽돌해변,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",7
2004,2019,거제 두모몽돌해변,4차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",8
2004,2019,거제 두모몽돌해변,4차,플라스틱류,발포형,담배꽁초,10
2004,2019,거제 두모몽돌해변,4차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",11
2004,2019,거제 두모몽돌해변,4차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",12
2004,2019,거제 두모몽돌해변,4차,플라스틱류,필름형,파편,12
2004,2019,거제 두모몽돌해변,4차,플라스틱류,기타,파편,12
2004,2019,거제 두모몽돌해변,4차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",14
2004,2019,거제 두모몽돌해변,4차,플라스틱류,기타,기타 플라스틱,15
2004,2019,거제 두모몽돌해변,4차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",23
2004,2019,거제 두모몽돌해변,4차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,23
2004,2019,거제 두모몽돌해변,4차,플라스틱류,경질형,플라스틱 부표,38
2004,2019,거제 두모몽돌해변,4차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",39
2004,2019,거제 두모몽돌해변,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",46
2004,2019,거제 두모몽돌해변,4차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",55
2004,2019,거제 두모몽돌해변,4차,플라스틱류,경질형,파편,58
2004,2019,거제 두모몽돌해변,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",74
2004,2019,거제 두모몽돌해변,4차,플라스틱류,필름형,비닐봉지,79
2004,2019,거제 두모몽돌해변,4차,플라스틱류,발포형,스티로폼 부표,133
2006,2019,울진 후정,4차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
2006,2019,울진 후정,4차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
2006,2019,울진 후정,4차,플라스틱류,필름형,기타(일회용 위생장갑 등),1
2006,2019,울진 후정,4차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",1
2006,2019,울진 후정,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
2006,2019,울진 후정,4차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,1
2006,2019,울진 후정,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",2
2006,2019,울진 후정,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",3
2006,2019,울진 후정,4차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",3
2006,2019,울진 후정,4차,플라스틱류,발포형,파편,4
2006,2019,울진 후정,4차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,5
2006,2019,울진 후정,4차,플라스틱류,경질형,파편,20
2007,2019,통영 망일봉,4차,플라스틱류,필름형,파편,1
2007,2019,통영 망일봉,4차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",1
2007,2019,통영 망일봉,4차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
2007,2019,통영 망일봉,4차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
2007,2019,통영 망일봉,4차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
2007,2019,통영 망일봉,4차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
2007,2019,통영 망일봉,4차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",2
2007,2019,통영 망일봉,4차,고무,,"타이어, 고무풍선, 고무장갑 등",2
2007,2019,통영 망일봉,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",3
2007,2019,통영 망일봉,4차,플라스틱류,섬유형,어망,3
2007,2019,통영 망일봉,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",5
2007,2019,통영 망일봉,4차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",6
2007,2019,통영 망일봉,4차,플라스틱류,발포형,스티로폼 부표,26
2008,2019,마산 봉암갯벌,4차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
2008,2019,마산 봉암갯벌,4차,플라스틱류,필름형,기타(일회용 위생장갑 등),1
2008,2019,마산 봉암갯벌,4차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,1
2008,2019,마산 봉암갯벌,4차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",1
2008,2019,마산 봉암갯벌,4차,고무,,"타이어, 고무풍선, 고무장갑 등",1
2008,2019,마산 봉암갯벌,4차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
2008,2019,마산 봉암갯벌,4차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
2008,2019,마산 봉암갯벌,4차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",3
2008,2019,마산 봉암갯벌,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",3
2008,2019,마산 봉암갯벌,4차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,3
2008,2019,마산 봉암갯벌,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",8
2008,2019,마산 봉암갯벌,4차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",9
2008,2019,마산 봉암갯벌,4차,플라스틱류,발포형,파편,10
2008,2019,마산 봉암갯벌,4차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",16
2008,2019,마산 봉암갯벌,4차,플라스틱류,필름형,비닐봉지,20
2009,2019,영덕 고래불해변,4차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",1
2009,2019,영덕 고래불해변,4차,외국기인,경질형,부표(막대형 주황),1
2009,2019,영덕 고래불해변,4차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",2
2009,2019,영덕 고래불해변,4차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",2
2009,2019,영덕 고래불해변,4차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,3
2009,2019,영덕 고래불해변,4차,고무,,"타이어, 고무풍선, 고무장갑 등",4
2009,2019,영덕 고래불해변,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",5
2009,2019,영덕 고래불해변,4차,플라스틱류,필름형,파편,5
2009,2019,영덕 고래불해변,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",5
2009,2019,영덕 고래불해변,4차,플라스틱류,경질형,파편,38
2009,2019,영덕 고래불해변,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",161
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,경질형,"통발, 장어통발용 미끼통",1
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,필름형,파편,1
2010,2019,포항 구룡포 대보해변,4차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",1
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,경질형,라이터,2
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",3
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,섬유형,낚싯줄,4
2010,2019,포항 구룡포 대보해변,4차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",4
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,경질형,"장난감, 인형, 오락용품, 사무용품",4
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",4
2010,2019,포항 구룡포 대보해변,4차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",5
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,경질형,플라스틱 부표,8
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,필름형,비닐봉지,9
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",9
2010,2019,포항 구룡포 대보해변,4차,고무,,"타이어, 고무풍선, 고무장갑 등",10
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,발포형,담배꽁초,11
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",13
2010,2019,포항 구룡포 대보해변,4차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",15
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,34
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",36
2010,2019,포항 구룡포 대보해변,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",40
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",85
2010,2019,포항 구룡포 대보해변,4차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",87
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,경질형,파편,156
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",188
2010,2019,포항 구룡포 대보해변,4차,플라스틱류,발포형,파편,209
2011,2019,포항 칠포,4차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
2011,2019,포항 칠포,4차,플라스틱류,필름형,비닐봉지,1
2011,2019,포항 칠포,4차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
2011,2019,포항 칠포,4차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",1
2011,2019,포항 칠포,4차,고무,,"타이어, 고무풍선, 고무장갑 등",2
2011,2019,포항 칠포,4차,플라스틱류,발포형,담배꽁초,3
2011,2019,포항 칠포,4차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,3
2011,2019,포항 칠포,4차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",3
2011,2019,포항 칠포,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",5
2011,2019,포항 칠포,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",14
2011,2019,포항 칠포,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",14
2011,2019,포항 칠포,4차,플라스틱류,경질형,파편,55
2012,2019,태안 안면도 바람아래해변,4차,플라스틱류,경질형,"통발, 장어통발용 미끼통",1
2012,2019,태안 안면도 바람아래해변,4차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
2012,2019,태안 안면도 바람아래해변,4차,플라스틱류,섬유형,어망,1
2012,2019,태안 안면도 바람아래해변,4차,플라스틱류,발포형,스티로폼 부표,2
2012,2019,태안 안면도 바람아래해변,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
2012,2019,태안 안면도 바람아래해변,4차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",3
2012,2019,태안 안면도 바람아래해변,4차,플라스틱류,경질형,"음료수병, 각종 뚜껑",5
2012,2019,태안 안면도 바람아래해변,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",11
2013,2019,태안 백리포,4차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",1
2013,2019,태안 백리포,4차,플라스틱류,기타,기타 플라스틱,1
2013,2019,태안 백리포,4차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
2013,2019,태안 백리포,4차,플라스틱류,발포형,스티로폼 부표,11
2014,2019,보령 석대도,4차,플라스틱류,경질형,"통발, 장어통발용 미끼통",1
2014,2019,보령 석대도,4차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
